symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
ZNF345	5.321678927	5.180666578	4.917141794	5.109131182	5.415005026	5.130912349	5.103709775	5.051515201	5.175301847	5.013623626	5.052856814	5.363514414	5.05799282	5.077901728	4.95571151	5.698423331	5.169943448	5.61529531	5.131417114	4.844701033	4.919304589	5.043693072	4.451615147	4.679755491
ZNF35	5.698394938	5.916201357	5.65482176	5.801751109	5.772595213	6.143684768	5.962709643	5.901377671	5.795737054	5.763788377	5.685542136	5.705767243	5.997424671	6.022242453	5.232667532	6.501130956	5.869463591	6.269416213	5.596635036	6.038078681	5.871769597	5.67120507	5.031485728	5.327204069
ZNF350	5.961063167	5.821401241	5.521637198	6.094743529	6.047443359	6.203944922	5.615405389	5.891726281	5.757252319	5.835392562	5.632372343	6.156348583	6.008273938	6.049564982	5.354751714	6.570856163	5.407998178	6.2917005	5.79192098	5.843332016	6.222883866	5.977380283	5.171160596	5.32494584
ZNF354A	6.185112537	6.235231343	6.217953476	6.320715842	6.221122392	6.011887269	6.163406099	6.221887447	6.072511622	6.224164833	6.001763919	6.362191881	6.170181873	6.209727817	5.465383215	6.488211456	5.676691766	6.563875755	6.674483357	6.242042913	6.085765025	5.95235547	5.295594742	5.564887203
ZNF358	7.126945557	7.075055049	7.120154934	7.199726316	7.463601522	7.336221871	7.097621501	7.208896572	7.142146456	7.13066581	7.216167503	7.340812543	7.252331689	7.208896572	7.194338703	7.427782742	7.283505402	7.121804775	7.277235932	7.126827142	7.270188295	7.686876287	6.185122967	6.553563372
ZNF362	5.784913871	5.980694704	5.931744423	5.875354712	5.955990972	5.875732548	5.909677041	5.816883469	5.73713393	5.816155355	5.820337081	5.829343109	5.949868396	6.031387399	6.117881149	5.685197483	5.597189313	5.964918675	6.114269157	5.828945143	5.972694211	5.649803682	5.021942648	5.363028967
ZNF365	4.852243743	5.283523189	4.627421448	4.598715602	4.923560998	5.536469638	5.504690859	4.780917198	4.883509227	4.795816077	5.045094898	4.600289875	4.884076219	4.84633471	4.826399121	4.695885954	5.22637601	4.858809274	4.594583692	4.800508454	4.80392464	5.220629708	4.237014885	4.478921951
ZNF37BP	5.831134702	5.845570343	5.702818826	6.172880845	6.066445755	6.034392091	5.773092476	5.750642487	5.961489826	5.962680538	5.627820908	6.390213675	5.934429082	5.935003445	5.929421517	5.609535366	6.356772081	6.399439283	5.789266034	5.572017521	5.432592113	6.075957301	5.129079263	5.320938317
ZNF384	7.507364715	7.489179723	7.658543192	7.682450953	7.565494147	7.732418417	7.487066619	7.566232566	7.476289555	7.596267279	7.493693749	7.607249544	7.559182179	7.573719972	7.51741314	7.774738013	7.994610055	7.435976471	7.460329854	7.311775847	7.440135535	7.878485321	6.507677164	6.858344203
ZNF385D	4.467382159	4.525812968	4.476773634	4.576026808	4.613911843	4.421309532	4.504213819	4.564547961	4.576518733	4.560274906	4.534234335	4.568067784	4.592826934	4.532760887	4.477275365	4.831886454	4.60801099	4.402032981	4.551042917	4.518478094	4.641429222	4.640343172	3.882089998	4.143384964
ZNF391	4.274333436	4.25343217	4.461584146	4.375482539	4.366312217	4.330231339	4.275354282	4.349859949	4.326009593	4.346256668	4.295205836	4.650035614	4.388466718	4.3176224	4.306258942	3.978432518	4.58052397	4.255976405	4.32632271	4.328865125	4.376944136	4.455296276	3.748775891	3.885596046
ZNF394	8.471354864	8.482077717	8.158908158	8.559237055	8.495477674	8.270014016	8.321668816	8.38966789	8.328436279	8.568433966	8.024776467	8.705869427	8.386161355	8.462694568	8.75671223	7.681043498	8.721573812	8.730176914	8.46377154	7.773594912	8.226680376	8.429147732	7.292655146	7.56844892
ZNF407	4.565214935	4.562022283	4.573557475	4.485321402	4.52053996	4.366679351	4.420984645	4.500743419	4.565296111	4.527497192	4.505549944	4.543726154	4.472915228	4.467012111	4.453423022	4.724547429	4.224223448	4.686113641	4.520079696	4.604347428	4.654067485	4.321869971	3.870059113	4.093946788
ZNF408	8.112523666	7.930383296	7.955349298	7.926170139	7.91644916	8.264910819	8.099773387	7.91873956	7.956400198	7.997361798	7.991535326	7.877844619	8.020120168	7.821665496	7.64169757	8.100226613	8.073394222	7.958608673	8.177529992	7.792831628	7.706414064	8.403771979	6.887457033	7.218940271
ZNF41	4.366107358	4.434880403	4.351040396	4.485889447	4.33336523	4.244142849	4.351403626	4.521624089	4.368441007	4.379622129	4.60708099	4.414849027	4.48527961	4.521624089	4.253947045	4.803528824	4.249536893	4.565978884	4.368296812	4.455831125	4.543034265	4.270151671	3.759332947	4.065390561
ZNF415	4.27327039	4.224709952	4.218127687	4.304137829	4.30354376	4.073414363	4.012665206	4.294746642	4.325288951	4.409937891	4.2405879	4.430666529	4.198513932	4.261285958	4.566915248	5.188992381	4.930438866	4.495365232	4.200150102	4.139393869	4.100320444	4.785940942	3.650080682	3.98412466
ZNF419	7.383714269	7.361845244	7.551805758	7.614309481	7.508130743	7.573874964	7.200623315	7.498108073	7.398134471	7.448910502	7.380153393	7.864057705	7.485727115	7.412527161	6.998583385	7.810962112	7.99829979	7.318105219	7.204817244	7.476651525	7.491824389	7.875622025	6.435364364	6.742087431
ZNF423	4.595696831	4.575739826	4.626708405	4.619931577	4.525550643	4.705409521	4.337341135	4.582888421	4.611618663	4.690805589	4.585934302	4.58017412	4.599691547	4.667913394	4.229692633	5.285697018	5.330448371	4.395812491	4.494305721	4.493078931	4.383497503	5.297893241	3.974150822	4.197432025
ZNF426	5.103188435	5.157376657	4.729838493	5.301046408	4.913351617	5.062154472	4.905104275	5.074621549	5.144774599	4.959670664	4.979496049	5.174879962	4.911158092	5.047454596	4.362935088	5.647189539	4.906770692	5.583026173	4.861407148	5.130269643	5.25231487	4.755081436	4.350414884	4.572023996
ZNF428	6.543320713	6.568340924	6.727659653	6.628580477	6.680166477	6.750357293	6.702634204	6.591095478	6.643583779	6.556527102	6.585204127	6.610382573	6.615666865	6.578781476	6.707943915	6.252166622	6.313808604	6.985217614	6.604288239	6.694686804	6.625438748	6.322257536	5.648387363	5.982528368
ZNF43	6.287162392	6.015143195	5.928406595	6.196743055	6.238484326	6.15040573	5.764984891	6.06542514	6.170960492	6.103572621	6.262089223	6.400319693	6.105059613	6.083632706	5.578092032	6.831504336	6.20018604	6.78153097	5.831217632	5.701193526	6.087678105	5.345776847	5.338314949	5.545508031
ZNF430	7.475806252	7.185963523	6.99841562	7.291139609	7.167546359	7.040074392	7.032848771	7.031398788	7.234762098	7.260347273	6.958304018	7.44328278	7.151729954	7.105096444	6.43435204	7.296663274	7.304169743	8.018548497	6.986739101	6.871264901	6.938115212	6.499437209	6.248360733	6.43753766
ZNF432	6.839108006	6.808242454	6.90597865	6.857155467	6.697505664	6.575330529	6.894942797	6.747053117	6.469181415	6.696408121	6.26757668	6.759184971	6.648706325	6.914525791	6.151776964	6.598972358	6.971654415	7.680835354	6.320891863	6.184277123	6.229610459	6.682083455	5.796227974	6.043068355
ZNF729	6.416689427	6.463819694	6.071152685	6.236032278	6.375928772	6.482506423	6.033340024	6.317360667	6.35471912	6.263475377	6.420538748	6.594899491	6.229826203	6.317360667	6.128491135	7.073770541	6.639507092	7.092136116	6.003013328	5.878181353	6.174828576	5.557999652	5.545472898	5.76985567
ZNF440	4.682733148	4.632449301	4.596948612	4.913356965	4.786961061	4.702305396	4.53126787	4.776141774	4.757933741	4.874098213	4.788514593	4.838608668	4.811930775	4.719422672	4.79341841	5.236192644	4.78596681	4.681865827	4.744362616	4.823596795	4.874469528	4.649341663	4.084619964	4.343166518
ZNF442	4.285855892	4.278670014	4.309682934	4.353383256	4.400629369	4.189671485	4.161215556	4.362967644	4.343786751	4.296505422	4.375173004	4.402258824	4.258429655	4.32900212	4.251437885	4.691027591	4.149231249	4.528615235	4.215465118	4.365496512	4.573372041	4.120738278	3.654766744	3.949521962
ZNF443	4.690082021	4.562027428	4.740999846	4.681965531	4.739891345	4.521238663	4.560050891	4.588611178	4.642738004	4.616169637	4.657937788	4.652885816	4.579002322	4.659681544	4.229542615	4.766730953	4.81835911	4.669234588	4.501971029	4.531835042	4.509742934	5.106209046	3.953413469	4.179750952
ZNF444	7.590684509	7.403433478	7.651382749	7.714721082	7.627735838	7.822649265	7.560198058	7.628249004	7.658289034	7.543730762	7.530817705	7.721245794	7.698955276	7.544212544	7.645555636	7.685001627	7.892735317	7.421778274	7.405189184	7.389830937	7.53273333	7.917755455	6.537137069	6.893279944
ZNF446	7.489334899	7.479608883	7.485205991	7.518676295	7.52403456	7.527315896	7.531465571	7.448711733	7.337358701	7.413140697	7.213270539	7.567891841	7.524473624	7.516597448	7.370328912	7.35265084	7.735058096	7.200097848	7.355914125	7.388492232	7.365039339	8.017603465	6.406625442	6.741072983
ZNF45	6.4687183	6.356181682	6.40869217	6.337020467	6.394636153	6.565893284	6.540393535	6.307523334	6.487347558	6.351675529	6.186258176	6.337733083	6.249228957	6.387306694	5.95940771	6.062090867	5.990366542	7.111814667	6.167206058	6.193564185	6.299383885	5.38568151	5.455108751	5.739140479
ZNF451	6.592090131	6.659179225	6.95206689	6.545015305	6.870522898	7.402130327	6.48891184	6.763070755	7.005417681	6.755874287	6.47022453	6.99439084	6.443312531	6.773886792	6.90187072	6.325037047	6.488015171	7.44294692	6.768669384	6.330956587	6.764727879	5.555450213	5.853942935	6.051545252
ZNF460	5.864528093	6.033365656	5.918388524	5.898806713	5.745717756	5.585748205	5.559803014	5.644318513	5.538382342	5.995785984	5.726554731	5.894989569	5.696737195	5.913289238	5.529908951	5.617808591	6.580201539	5.376826723	5.725712245	5.620633421	5.62949614	6.269712679	5.0066527	5.21154968
ZNF467	5.815819962	5.817199876	5.762850426	6.080826118	6.078175032	6.050266782	6.16307819	5.932723734	5.856889649	5.85006994	5.775870761	6.116675902	5.933527957	5.997709629	5.722380231	5.754541104	5.751800326	5.618138885	6.785441962	5.922941184	5.730721402	7.199265856	5.092628351	5.346812579
ZNF468	6.241761943	6.209043731	5.891325955	6.007576452	6.234905012	6.347564643	6.254570742	6.133090128	6.101705701	5.971462293	5.799911026	6.041631629	6.233794836	6.281593167	5.869767054	6.92901276	5.484636933	6.494052162	5.897212311	6.424125842	6.222489435	5.491900451	5.275621971	5.644652283
ZNF471	3.960651825	3.917857367	3.997053909	4.054033574	3.957734765	3.867579891	3.956675601	3.97934668	3.995782313	4.017287966	4.097607187	4.112958656	3.938569819	4.042729795	3.914281947	4.096174511	4.048587467	4.100679696	3.957178561	4.03702055	3.992885061	3.988908473	3.403995343	3.635245597
ZNF473	6.221245996	6.22498478	6.53197269	6.36694184	6.350897143	6.450190469	6.267244082	6.317618884	6.231025636	6.298180117	6.061935279	6.30393036	6.27151892	6.32482286	6.325510976	6.315204535	6.719139129	6.305866885	6.13563458	6.123122828	6.123114978	6.815021909	5.39047669	5.715139825
ZNF480	4.287413398	4.248942069	4.11516583	4.254222924	4.310511766	4.180395796	4.437479089	4.237542968	4.160053128	4.233170829	4.286616236	4.336433875	4.185974427	4.237542968	4.117136671	4.562932834	4.122397448	4.484928078	4.338537385	4.269729318	4.397772271	4.01376623	3.637305958	3.897388141
ZNF484	5.190467097	5.246468242	5.238211526	5.205926244	5.157397751	4.783828741	4.922469539	5.177331807	5.08406267	5.054465212	4.956557485	4.969632014	5.162921381	5.049033819	5.252615005	5.035344701	5.14691158	5.353725191	4.891808606	5.17886369	5.104553893	5.421906867	4.362677106	4.595743948
ZNF492	4.241968608	4.163468149	4.181780489	4.256181298	4.214289942	4.040021902	4.103662957	4.21025415	4.211486554	4.199058222	4.275348862	4.240851885	4.317312469	4.245237714	4.099748973	4.699928875	4.431289951	4.107228546	3.975489275	4.359157587	4.337778269	4.171034398	3.586622585	3.866059256
ZNF493	5.450798923	5.448044481	5.505402562	5.782435491	5.540829514	5.278334769	5.236908462	5.457295345	5.472580527	5.3764868	5.483259643	5.911251644	5.416536718	5.550097261	5.04060474	5.740146191	6.052650099	5.72068265	5.214339475	5.281831068	5.213900653	5.396226191	4.736816235	4.973149685
ZNF500	6.598774927	6.489461097	6.464428749	6.877250702	6.921545963	6.891045143	6.387826956	6.578435642	6.643004012	6.487947651	6.413573756	7.003172347	6.613718696	6.628829281	6.896830493	6.454642674	6.534185725	6.804075238	6.819865795	6.254850215	6.556261716	6.616669798	5.733571071	5.984346169
ZNF506	5.964947369	5.818677137	5.830504319	6.133184288	6.038695659	5.597668871	5.592526687	5.752925349	5.824756281	6.096338175	5.483380012	6.263432983	5.619249349	5.688544048	5.304144407	6.726605368	6.672575915	6.328273956	5.592438056	5.616508957	5.632495122	5.580095194	5.075352078	5.269132053
ZNF507	6.635739267	6.879052385	6.734089095	6.946143451	6.88191467	7.251636064	6.587675239	6.488251838	6.498180304	6.487626115	6.281354281	6.578277916	6.808166229	6.608661349	6.358974992	7.020949096	7.610213719	6.249953254	6.306900093	6.274289526	6.346666604	7.141936762	5.857829301	5.994944014
ZNF510	6.25664621	5.954116013	6.059300306	6.214129871	6.074760837	6.344366536	5.892160162	6.020689766	6.072349279	6.019114172	5.989910324	6.473338801	5.985136521	5.965524199	5.514014344	6.296938181	6.778467315	6.052219711	5.842032401	5.825948203	5.794915715	6.539850656	5.32245438	5.466700047
ZNF512B	6.315529541	6.060338182	5.729707297	6.380881371	6.199452563	6.146950639	5.841983017	6.225811937	6.425988499	6.123661386	6.445462393	6.542876759	6.169817686	6.16094943	5.772027215	6.589202771	6.208218837	6.789497506	5.83332678	5.890494852	6.036119154	5.728190248	5.341462367	5.653791703
ZNF516	5.106893708	5.097574304	5.094778229	5.398462211	5.464677003	5.440361869	4.820674448	5.305640708	5.322060709	5.251680054	4.886913031	5.924008111	5.497469534	5.328267235	5.351635504	4.648554468	5.077759143	5.062632241	5.919814514	5.027708471	5.821491304	6.010369129	4.611615771	4.677381745
ZNF518A	6.133809747	6.190637109	6.044294864	6.45760603	6.057764856	6.206737075	6.132033477	6.244974538	6.12138468	6.221087464	6.255296903	6.478676888	6.446070494	6.430450789	6.400571969	6.964870673	6.764630735	6.170260631	6.674966018	5.983900922	6.065519207	6.274993271	5.375836842	5.777746996
ZNF528	6.67420948	6.821170553	6.799039317	6.921600962	6.944112471	6.457747667	6.909456607	6.585891639	6.422228705	6.933822011	6.436963681	6.991064328	6.986038167	6.894850061	6.609258348	6.691425713	8.232774594	6.407287959	6.475510965	6.563611029	6.507786576	6.36448259	5.895619359	6.063708628
ZNF529	6.155380148	5.844453355	5.647226474	6.125836101	5.908295167	5.79789659	5.618986377	5.809886181	6.027225648	5.863047676	5.423509247	6.626218467	5.990225607	6.004812107	4.876863939	6.122635282	6.736844645	5.98437624	5.424225224	5.664738929	5.734218627	5.749943365	5.192613413	5.246885725
ZNF532	5.811936745	6.247467978	5.548724981	5.712096203	5.957799448	5.86432286	6.662235704	5.486224894	5.97804411	5.696752377	5.795338362	5.346176887	5.981400511	5.945469052	6.177092165	5.522932703	6.87287788	5.562585464	5.983146765	5.503911191	5.348632498	5.872498043	4.981841374	5.375363176
ZNF536	5.030500291	5.055190599	5.139498462	5.053198535	5.172280563	4.789633306	5.179656441	5.080704911	5.064984124	5.081332721	5.196633653	5.029415578	5.200525585	5.121871166	5.225835759	4.78653462	5.81809107	4.976944445	4.961249015	4.953006179	4.924815782	5.605445203	4.318163887	4.627971452
ZNF544	6.971100903	6.751935588	6.791954223	7.113100097	6.9597519	6.847130861	6.883867974	6.891894021	7.025855895	6.97119652	7.182698993	7.002444258	7.091463819	6.891894021	6.840715468	7.300604521	7.05305583	7.752383043	6.46624027	6.620152563	6.691184683	6.463940994	5.942480405	6.334862487
ZNF549	4.806645827	4.552862663	4.519469542	4.837282998	4.571839608	4.605072836	4.494489403	4.63096525	4.666612112	4.705194823	4.792071114	5.001111174	4.866669053	4.6675554	5.190016851	4.183551192	4.756333134	4.836172612	4.658153491	4.745009187	4.735767133	4.436532427	4.083357571	4.269822615
ZNF550	6.052243263	5.79095273	5.929077621	6.329614694	6.316715375	6.103105131	5.835410758	6.034219815	6.025759673	5.998239275	6.083538143	6.585402407	6.171399777	6.028179949	5.670521759	6.318028601	6.701907694	5.813137624	5.898819954	5.907257342	5.835536698	6.456707667	5.254755104	5.459787766
ZNF551	5.351978778	4.950451202	5.040095931	5.38807351	5.297390298	5.320543679	5.346145186	5.219427074	5.282770612	5.193517755	5.118262909	5.557334869	5.038392719	5.188363729	4.879463119	5.42324923	5.067195334	5.587776998	5.126252004	5.077101673	5.129095938	4.801290017	4.503413229	4.727574031
ZNF552	6.944029439	6.884238716	7.088848293	6.983411941	6.85383472	6.452427821	7.001347956	6.800949928	6.764104714	6.920415321	7.0850908	7.10256045	7.04276483	6.776011238	7.029082522	6.58565411	7.916913048	6.505166031	6.655441981	6.662079594	6.554739718	7.644453509	5.897197546	6.266574321
ZNF556	4.800252332	4.777049832	4.790491194	4.719686622	4.852771558	4.962288104	4.835535681	4.819158155	4.851834019	4.793739773	4.65253454	4.806893591	4.892403105	4.780910289	4.87681175	4.932015731	4.640274526	4.893958919	4.791040989	4.712430415	4.85614857	4.873243805	4.132247776	4.371617238
ZNF557	5.786955922	5.72770503	5.868450274	5.868392673	5.777577615	5.848070792	5.857961923	5.745822173	5.783354908	5.728814677	6.00048852	5.995888314	5.645353165	5.718547895	5.476562009	5.708080195	5.409700334	5.883107932	5.405686213	6.196846159	6.090613952	5.309705709	4.97758861	5.230531591
ZNF562	6.437627842	6.37906302	6.436268524	6.418564671	6.509701492	6.189457941	6.296121392	6.313114208	6.422845985	6.399118011	6.346310986	6.731527833	6.291102808	6.295240651	6.100297905	6.201476146	5.994725469	6.771674122	6.533772908	6.281474089	6.643609894	5.833217944	5.479577786	5.738796754
ZNF571	5.152181655	5.426946961	4.568126246	5.2197318	5.258355937	5.477532257	4.676126253	4.980966226	5.044033665	4.969253122	4.654742273	5.517603644	4.982853064	5.194002173	3.874125006	4.798727451	5.35802961	5.84689556	4.695062212	4.802020066	4.618094054	4.778371424	4.529161796	4.393228168
ZNF573	5.351728026	5.171116373	5.110839502	5.775048681	5.584749421	5.523234573	5.457687072	5.503653223	5.278345673	5.231544343	4.934842828	6.051149711	5.295020542	5.504064937	4.818529473	5.159405665	5.566501898	5.915836485	5.104724893	5.128590648	5.230706289	5.110198979	4.657119635	4.815900585
ZNF574	7.733921339	7.74360235	7.912404487	7.82366737	7.748550928	7.778290945	7.574631835	7.78351738	7.82089583	7.735541872	7.621862181	7.583660685	7.854010441	7.773947202	7.342685584	7.798841594	7.785501668	7.766424945	7.575978594	7.431942431	7.827088158	8.328916408	6.624757089	7.007879292
